# unicode=16.0.0 clusters=5274
codepoints	group	note
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FC	emoji-minimally-qualified	kiss: person, person, light skin tone, medium-light skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FD	emoji-fully-qualified	kiss: person, person, light skin tone, medium skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FD	emoji-minimally-qualified	kiss: person, person, light skin tone, medium skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FE	emoji-fully-qualified	kiss: person, person, light skin tone, medium-dark skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FE	emoji-minimally-qualified	kiss: person, person, light skin tone, medium-dark skin tone
1F9D1+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FF	emoji-fully-qualified	kiss: person, person, light skin tone, dark skin tone
1F9D1+1F3FB+200D+2764+200D+1F48B+200D+1F9D1+1F3FF	emoji-minimally-qualified	kiss: person, person, light skin tone, dark skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FB	emoji-fully-qualified	kiss: person, person, medium-light skin tone, light skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FB	emoji-minimally-qualified	kiss: person, person, medium-light skin tone, light skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FD	emoji-fully-qualified	kiss: person, person, medium-light skin tone, medium skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FD	emoji-minimally-qualified	kiss: person, person, medium-light skin tone, medium skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FE	emoji-fully-qualified	kiss: person, person, medium-light skin tone, medium-dark skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FE	emoji-minimally-qualified	kiss: person, person, medium-light skin tone, medium-dark skin tone
1F9D1+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FF	emoji-fully-qualified	kiss: person, person, medium-light skin tone, dark skin tone
1F9D1+1F3FC+200D+2764+200D+1F48B+200D+1F9D1+1F3FF	emoji-minimally-qualified	kiss: person, person, medium-light skin tone, dark skin tone
1F9D1+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FB	emoji-fully-qualified	kiss: person, person, medium skin tone, light skin tone
1F9D1+1F3FD+200D+2764+200D+1F48B+200D+1F9D1+1F3FB	emoji-minimally-qualified	kiss: person, person, medium skin tone, light skin tone
1F9D1+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FC	emoji-fully-qualified	kiss: person, person, medium skin tone, medium-light skin tone
1F9D1+1F3FD+200D+2764+200D+1F48B+200D+1F9D1+1F3FC	emoji-minimally-qualified	kiss: person, person, medium skin tone, medium-light skin tone
1F9D1+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FE	emoji-fully-qualified	kiss: person, person, medium skin tone, medium-dark skin tone
1F9D1+1F3FD+200D+2764+200D+1F48B+200D+1F9D1+1F3FE	emoji-minimally-qualified	kiss: person, person, medium skin tone, medium-dark skin tone
1F9D1+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FF	emoji-fully-qualified	kiss: person, person, medium skin tone, dark skin tone
1F9D1+1F3FD+200D+2764+200D+1F48B+200D+1F9D1+1F3FF	emoji-minimally-qualified	kiss: person, person, medium skin tone, dark skin tone
1F9D1+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FB	emoji-fully-qualified	kiss: person, person, medium-dark skin tone, light skin tone
1F9D1+1F3FE+200D+2764+200D+1F48B+200D+1F9D1+1F3FB	emoji-minimally-qualified	kiss: person, person, medium-dark skin tone, light skin tone
1F9D1+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FC	emoji-fully-qualified	kiss: person, person, medium-dark skin tone, medium-light skin tone
1F9D1+1F3FE+200D+2764+200D+1F48B+200D+1F9D1+1F3FC	emoji-minimally-qualified	kiss: person, person, medium-dark skin tone, medium-light skin tone
1F9D1+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FD	emoji-fully-qualified	kiss: person, person, medium-dark skin tone, medium skin tone
1F9D1+1F3FE+200D+2764+200D+1F48B+200D+1F9D1+1F3FD	emoji-minimally-qualified	kiss: person, person, medium-dark skin tone, medium skin tone
1F9D1+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FF	emoji-fully-qualified	kiss: person, person, medium-dark skin tone, dark skin tone
1F9D1+1F3FE+200D+2764+200D+1F48B+200D+1F9D1+1F3FF	emoji-minimally-qualified	kiss: person, person, medium-dark skin tone, dark skin tone
1F9D1+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FB	emoji-fully-qualified	kiss: person, person, dark skin tone, light skin tone
1F9D1+1F3FF+200D+2764+200D+1F48B+200D+1F9D1+1F3FB	emoji-minimally-qualified	kiss: person, person, dark skin tone, light skin tone
1F9D1+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FC	emoji-fully-qualified	kiss: person, person, dark skin tone, medium-light skin tone
1F9D1+1F3FF+200D+2764+200D+1F48B+200D+1F9D1+1F3FC	emoji-minimally-qualified	kiss: person, person, dark skin tone, medium-light skin tone
1F9D1+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FD	emoji-fully-qualified	kiss: person, person, dark skin tone, medium skin tone
1F9D1+1F3FF+200D+2764+200D+1F48B+200D+1F9D1+1F3FD	emoji-minimally-qualified	kiss: person, person, dark skin tone, medium skin tone
1F9D1+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F9D1+1F3FE	emoji-fully-qualified	kiss: person, person, dark skin tone, medium-dark skin tone
1F9D1+1F3FF+200D+2764+200D+1F48B+200D+1F9D1+1F3FE	emoji-minimally-qualified	kiss: person, person, dark skin tone, medium-dark skin tone
1F469+200D+2764+FE0F+200D+1F48B+200D+1F468	emoji-fully-qualified	kiss: woman, man
1F469+200D+2764+200D+1F48B+200D+1F468	emoji-minimally-qualified	kiss: woman, man
1F469+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: woman, man, light skin tone
1F469+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: woman, man, light skin tone
1F469+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: woman, man, light skin tone, medium-light skin tone
1F469+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: woman, man, light skin tone, medium-light skin tone
1F469+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: woman, man, light skin tone, medium skin tone
1F469+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: woman, man, light skin tone, medium skin tone
1F469+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: woman, man, light skin tone, medium-dark skin tone
1F469+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: woman, man, light skin tone, medium-dark skin tone
1F469+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: woman, man, light skin tone, dark skin tone
1F469+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: woman, man, light skin tone, dark skin tone
1F469+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: woman, man, medium-light skin tone, light skin tone
1F469+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: woman, man, medium-light skin tone, light skin tone
1F469+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: woman, man, medium-light skin tone
1F469+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: woman, man, medium-light skin tone
1F469+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: woman, man, medium-light skin tone, medium skin tone
1F469+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: woman, man, medium-light skin tone, medium skin tone
1F469+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: woman, man, medium-light skin tone, medium-dark skin tone
1F469+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: woman, man, medium-light skin tone, medium-dark skin tone
1F469+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: woman, man, medium-light skin tone, dark skin tone
1F469+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: woman, man, medium-light skin tone, dark skin tone
1F469+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: woman, man, medium skin tone, light skin tone
1F469+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: woman, man, medium skin tone, light skin tone
1F469+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: woman, man, medium skin tone, medium-light skin tone
1F469+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: woman, man, medium skin tone, medium-light skin tone
1F469+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: woman, man, medium skin tone
1F469+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: woman, man, medium skin tone
1F469+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: woman, man, medium skin tone, medium-dark skin tone
1F469+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: woman, man, medium skin tone, medium-dark skin tone
1F469+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: woman, man, medium skin tone, dark skin tone
1F469+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: woman, man, medium skin tone, dark skin tone
1F469+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: woman, man, medium-dark skin tone, light skin tone
1F469+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: woman, man, medium-dark skin tone, light skin tone
1F469+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: woman, man, medium-dark skin tone, medium-light skin tone
1F469+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: woman, man, medium-dark skin tone, medium-light skin tone
1F469+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: woman, man, medium-dark skin tone, medium skin tone
1F469+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: woman, man, medium-dark skin tone, medium skin tone
1F469+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: woman, man, medium-dark skin tone
1F469+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: woman, man, medium-dark skin tone
1F469+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: woman, man, medium-dark skin tone, dark skin tone
1F469+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: woman, man, medium-dark skin tone, dark skin tone
1F469+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: woman, man, dark skin tone, light skin tone
1F469+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: woman, man, dark skin tone, light skin tone
1F469+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: woman, man, dark skin tone, medium-light skin tone
1F469+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: woman, man, dark skin tone, medium-light skin tone
1F469+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: woman, man, dark skin tone, medium skin tone
1F469+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: woman, man, dark skin tone, medium skin tone
1F469+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: woman, man, dark skin tone, medium-dark skin tone
1F469+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: woman, man, dark skin tone, medium-dark skin tone
1F469+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: woman, man, dark skin tone
1F469+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: woman, man, dark skin tone
1F468+200D+2764+FE0F+200D+1F48B+200D+1F468	emoji-fully-qualified	kiss: man, man
1F468+200D+2764+200D+1F48B+200D+1F468	emoji-minimally-qualified	kiss: man, man
1F468+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: man, man, light skin tone
1F468+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: man, man, light skin tone
1F468+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: man, man, light skin tone, medium-light skin tone
1F468+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: man, man, light skin tone, medium-light skin tone
1F468+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: man, man, light skin tone, medium skin tone
1F468+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: man, man, light skin tone, medium skin tone
1F468+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: man, man, light skin tone, medium-dark skin tone
1F468+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: man, man, light skin tone, medium-dark skin tone
1F468+1F3FB+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: man, man, light skin tone, dark skin tone
1F468+1F3FB+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: man, man, light skin tone, dark skin tone
1F468+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: man, man, medium-light skin tone, light skin tone
1F468+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: man, man, medium-light skin tone, light skin tone
1F468+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: man, man, medium-light skin tone
1F468+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: man, man, medium-light skin tone
1F468+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: man, man, medium-light skin tone, medium skin tone
1F468+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: man, man, medium-light skin tone, medium skin tone
1F468+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: man, man, medium-light skin tone, medium-dark skin tone
1F468+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: man, man, medium-light skin tone, medium-dark skin tone
1F468+1F3FC+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: man, man, medium-light skin tone, dark skin tone
1F468+1F3FC+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: man, man, medium-light skin tone, dark skin tone
1F468+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: man, man, medium skin tone, light skin tone
1F468+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: man, man, medium skin tone, light skin tone
1F468+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: man, man, medium skin tone, medium-light skin tone
1F468+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: man, man, medium skin tone, medium-light skin tone
1F468+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: man, man, medium skin tone
1F468+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: man, man, medium skin tone
1F468+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: man, man, medium skin tone, medium-dark skin tone
1F468+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: man, man, medium skin tone, medium-dark skin tone
1F468+1F3FD+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: man, man, medium skin tone, dark skin tone
1F468+1F3FD+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: man, man, medium skin tone, dark skin tone
1F468+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: man, man, medium-dark skin tone, light skin tone
1F468+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: man, man, medium-dark skin tone, light skin tone
1F468+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: man, man, medium-dark skin tone, medium-light skin tone
1F468+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: man, man, medium-dark skin tone, medium-light skin tone
1F468+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: man, man, medium-dark skin tone, medium skin tone
1F468+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: man, man, medium-dark skin tone, medium skin tone
1F468+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: man, man, medium-dark skin tone
1F468+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: man, man, medium-dark skin tone
1F468+1F3FE+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: man, man, medium-dark skin tone, dark skin tone
1F468+1F3FE+200D+2764+200D+1F48B+200D+1F468+1F3FF	emoji-minimally-qualified	kiss: man, man, medium-dark skin tone, dark skin tone
1F468+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FB	emoji-fully-qualified	kiss: man, man, dark skin tone, light skin tone
1F468+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FB	emoji-minimally-qualified	kiss: man, man, dark skin tone, light skin tone
1F468+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FC	emoji-fully-qualified	kiss: man, man, dark skin tone, medium-light skin tone
1F468+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FC	emoji-minimally-qualified	kiss: man, man, dark skin tone, medium-light skin tone
1F468+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FD	emoji-fully-qualified	kiss: man, man, dark skin tone, medium skin tone
1F468+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FD	emoji-minimally-qualified	kiss: man, man, dark skin tone, medium skin tone
1F468+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FE	emoji-fully-qualified	kiss: man, man, dark skin tone, medium-dark skin tone
1F468+1F3FF+200D+2764+200D+1F48B+200D+1F468+1F3FE	emoji-minimally-qualified	kiss: man, man, dark skin tone, medium-dark skin tone
1F468+1F3FF+200D+2764+FE0F+200D+1F48B+200D+1F468+1F3FF	emoji-fully-qualified	kiss: man, man, dark skin tone
